robot_wr,robot_wl,robot_wr_ref,robot_wl_ref,robot_counter,encoder_right,encoder_left
1.51961,1.50172,1.6,1.6,32213,1807,1680
1.51727,1.50099,1.6,1.6,41107,1812,1685
1.51513,1.50032,1.6,1.6,50001,1816,1689
1.51319,1.49971,1.6,1.6,58895,1820,1694
1.51143,1.49917,1.6,1.6,2253,1825,1698
1.50982,1.49866,1.6,1.6,11147,1829,1702
1.50836,1.4982,1.6,1.6,20041,1833,1706
1.50701,1.49777,1.6,1.6,28936,1838,1710
1.5058,1.53103,1.6,1.6,37830,1842,1715
1.50469,1.52765,1.6,1.6,46724,1846,1719
1.53642,1.52179,1.6,1.6,64512,1856,1728
1.53257,1.51926,1.6,1.6,7870,1860,1732
1.52906,1.51694,1.6,1.6,16764,1864,1736
1.52586,1.51484,1.6,1.6,25658,1869,1741
1.52295,1.51292,1.6,1.6,34552,1873,1745
1.55392,1.51116,1.6,1.6,43447,1878,1749
1.54848,1.50957,1.6,1.6,52341,1882,1753
1.56966,1.50683,1.6,1.6,4593,1891,1762
1.55089,1.53417,1.6,1.6,31275,12,1775
1.54572,1.53051,1.6,1.6,40169,17,1780
1.54101,1.52716,1.6,1.6,49064,21,1784
1.57037,1.52414,1.6,1.6,57958,26,1788
1.56347,1.5214,1.6,1.6,1316,30,1792
1.58205,1.51661,1.6,1.6,19104,39,1801
1.59743,1.51264,1.6,1.6,36892,48,1810
1.58807,1.51092,1.6,1.6,45786,52,1814
1.57956,1.50936,1.6,1.6,54680,57,1818
1.60543,1.50792,1.6,1.6,63575,62,1823
1.59537,1.54028,1.6,1.6,6933,66,1828
1.61983,1.53607,1.6,1.6,15827,71,1832
1.60846,1.53224,1.6,1.6,24721,75,1836
1.63175,1.52876,1.6,1.6,33615,80,1840
1.60797,1.5227,1.6,1.6,51403,88,1849
1.58828,1.5483,1.6,1.6,3656,97,1858
1.57974,1.54336,1.6,1.6,12550,102,1862
1.57198,1.53888,1.6,1.6,21444,106,1867
1.56491,1.53479,1.6,1.6,30338,111,1871
1.55848,1.56472,1.6,1.6,39232,115,1876
1.54731,1.55247,1.6,1.6,57020,124,1884
1.54248,1.58083,1.6,1.6,378,129,1889
1.53405,1.56579,1.6,1.6,18167,138,5
1.5304,1.55928,1.6,1.6,27061,142,10
1.56072,1.55336,1.6,1.6,35955,147,14
1.55467,1.54797,1.6,1.6,44849,151,19
1.54917,1.54307,1.6,1.6,53743,156,23
1.54416,1.53861,1.6,1.6,62637,160,28
1.53961,1.53457,1.6,1.6,5995,165,32
1.53167,1.52749,1.6,1.6,23784,174,41
1.52824,1.52444,1.6,1.6,32678,178,45
1.52227,1.51912,1.6,1.6,50466,187,54
1.55332,1.55046,1.6,1.6,59360,192,59
1.54795,1.57899,1.6,1.6,2718,196,64
1.57669,1.5713,1.6,1.6,11612,201,68
1.5692,1.56429,1.6,1.6,20506,205,72
1.56239,1.55792,1.6,1.6,29400,210,77
1.55617,1.5521,1.6,1.6,38295,214,81
1.55053,1.54683,1.6,1.6,47189,219,86
1.54073,1.5713,1.6,1.6,64977,228,95
1.53262,1.58855,1.6,1.6,17229,237,104
1.56274,1.61364,1.6,1.6,26123,242,109
1.55651,1.60282,1.6,1.6,35017,246,113
1.55082,1.59296,1.6,1.6,43912,251,118
1.57931,1.584,1.6,1.6,52806,256,122
1.59821,1.6021,1.6,1.6,5058,265,132
1.58878,1.59232,1.6,1.6,13952,269,136
1.5724,1.60593,1.6,1.6,31740,278,146
1.59247,1.5866,1.6,1.6,49528,288,155
1.58354,1.5782,1.6,1.6,58423,292,160
1.57545,1.60423,1.6,1.6,1781,297,165
1.56807,1.59426,1.6,1.6,10675,302,169
1.56136,1.58519,1.6,1.6,19569,306,174
1.58333,1.63367,1.6,1.6,37357,316,184
1.57524,1.62105,1.6,1.6,46251,320,188
1.59178,1.59909,1.6,1.6,64040,329,198
1.58295,1.62325,1.6,1.6,7398,334,203
1.60854,1.6452,1.6,1.6,16292,339,208
1.59818,1.63154,1.6,1.6,25186,343,212
1.61078,1.64144,1.6,1.6,42974,352,222
1.63386,1.66175,1.6,1.6,51868,357,227
1.60973,1.66344,1.6,1.6,4120,366,236
1.59925,1.64812,1.6,1.6,13015,370,241
1.62337,1.63419,1.6,1.6,21909,375,246
1.61167,1.65516,1.6,1.6,30803,379,251
1.60103,1.67424,1.6,1.6,39697,384,256
1.62499,1.6916,1.6,1.6,48591,389,261
1.61315,1.7074,1.6,1.6,57485,393,266
1.59258,1.73487,1.6,1.6,9737,402,276
1.61728,1.71312,1.6,1.6,18632,407,280
1.62963,1.73959,1.6,1.6,36420,416,291
1.61737,1.71742,1.6,1.6,45314,420,295
1.63986,1.69725,1.6,1.6,54208,425,300
1.62668,1.6789,1.6,1.6,63102,429,305
1.6147,1.69586,1.6,1.6,6460,434,310
1.60378,1.74491,1.6,1.6,15354,438,316
1.62749,1.72227,1.6,1.6,24248,443,320
1.60443,1.71351,1.6,1.6,42037,452,330
1.59444,1.72733,1.6,1.6,50931,456,335
1.5771,1.75137,1.6,1.6,3183,465,345
1.56957,1.76179,1.6,1.6,12077,470,350
1.56272,1.77126,1.6,1.6,20971,474,355
1.55649,1.77988,1.6,1.6,29865,479,360
1.58444,1.78771,1.6,1.6,38760,484,365
1.60244,1.80134,1.6,1.6,56548,493,375
1.58372,1.779,1.6,1.6,8800,502,384
1.5756,1.78693,1.6,1.6,17694,506,389
1.56148,1.8007,1.6,1.6,35482,515,399
1.55536,1.80667,1.6,1.6,44376,520,404
1.58342,1.81208,1.6,1.6,53271,525,409
1.57532,1.81702,1.6,1.6,62165,529,414
1.56797,1.82154,1.6,1.6,5523,534,419
1.5888,1.79571,1.6,1.6,23311,543,428
1.60606,1.80797,1.6,1.6,41099,552,438
1.60606,1.80797,1.6,1.6,49993,556,443
1.58668,1.8181,1.6,1.6,58888,561,448
1.61195,1.78887,1.6,1.6,2246,566,452
1.60128,1.76227,1.6,1.6,11140,570,457
1.58275,1.74967,1.6,1.6,28928,579,467
1.57471,1.76023,1.6,1.6,37822,583,472
1.59439,1.71435,1.6,1.6,55610,593,481
1.5853,1.72809,1.6,1.6,64504,597,486
1.57704,1.7406,1.6,1.6,7863,601,491
1.56952,1.75199,1.6,1.6,16757,606,496
1.56267,1.7287,1.6,1.6,25651,610,500
1.55645,1.70752,1.6,1.6,34545,615,505
1.58442,1.68824,1.6,1.6,43439,620,510
1.56878,1.68838,1.6,1.6,61227,628,520
1.56202,1.67084,1.6,1.6,4585,633,524
1.58083,1.70457,1.6,1.6,22374,642,534
1.60661,1.68556,1.6,1.6,31268,647,538
1.59643,1.7019,1.6,1.6,40162,651,544
1.6208,1.68313,1.6,1.6,49056,656,548
1.60933,1.69969,1.6,1.6,57950,660,553
1.59892,1.71478,1.6,1.6,1308,664,558
1.58943,1.69485,1.6,1.6,10202,669,562
1.57291,1.69383,1.6,1.6,27991,678,572
1.56576,1.67579,1.6,1.6,36885,683,576
1.55334,1.67504,1.6,1.6,54673,692,586
1.54795,1.69233,1.6,1.6,63567,696,591
1.54307,1.70808,1.6,1.6,6925,701,596
1.53861,1.68875,1.6,1.6,15819,706,600
1.53455,1.67117,1.6,1.6,24713,710,605
1.55809,1.6712,1.6,1.6,42502,719,614
1.58062,1.70488,1.6,1.6,60290,729,624
1.57279,1.68586,1.6,1.6,3648,733,628
1.58977,1.65277,1.6,1.6,21436,742,638
1.61474,1.67206,1.6,1.6,30330,747,643
1.60382,1.68962,1.6,1.6,39224,751,648
1.62751,1.67194,1.6,1.6,48119,756,652
1.61544,1.68951,1.6,1.6,57013,760,657
1.59448,1.68642,1.6,1.6,9265,769,666
1.60773,1.71748,1.6,1.6,27053,778,676
1.59744,1.69731,1.6,1.6,35947,782,680
1.58808,1.67895,1.6,1.6,44841,787,685
1.61319,1.69587,1.6,1.6,53736,792,690
1.60241,1.67764,1.6,1.6,62630,796,694
1.61733,1.67962,1.6,1.6,14882,805,704
1.60618,1.66286,1.6,1.6,23776,809,708
1.5868,1.69798,1.6,1.6,41564,818,718
1.5784,1.67956,1.6,1.6,50458,823,722
1.57076,1.6628,1.6,1.6,59352,827,727
1.5638,1.68119,1.6,1.6,2711,832,732
1.55747,1.66429,1.6,1.6,11605,836,736
1.55171,1.6489,1.6,1.6,20499,840,741
1.58011,1.66855,1.6,1.6,29393,845,746
1.56522,1.67208,1.6,1.6,47181,853,755
1.55876,1.65599,1.6,1.6,56075,858,760
1.57815,1.62804,1.6,1.6,8328,867,769
1.57053,1.61593,1.6,1.6,17222,871,774
1.5636,1.6049,1.6,1.6,26116,876,778
1.55729,1.59487,1.6,1.6,35010,880,783
1.55154,1.61938,1.6,1.6,43904,884,788
1.54632,1.60805,1.6,1.6,52798,889,792
1.57521,1.59773,1.6,1.6,61692,894,797
1.56787,1.58836,1.6,1.6,5050,898,802
1.58567,1.63628,1.6,1.6,22839,907,812
1.60043,1.64536,1.6,1.6,40627,916,821
1.62444,1.63168,1.6,1.6,49521,921,825
1.61265,1.61924,1.6,1.6,58415,925,830
1.63558,1.64158,1.6,1.6,1773,930,835
1.62279,1.66188,1.6,1.6,10667,934,840
1.63114,1.6329,1.6,1.6,28456,943,849
1.63808,1.64256,1.6,1.6,46244,952,859
1.62506,1.66278,1.6,1.6,55138,957,864
1.60244,1.63368,1.6,1.6,7390,966,873
1.59263,1.65469,1.6,1.6,16284,971,878
1.61735,1.64017,1.6,1.6,25178,976,882
1.6062,1.66061,1.6,1.6,34072,980,888
1.59603,1.64554,1.6,1.6,42967,985,892
1.64265,1.68364,1.6,1.6,60755,995,902
1.61701,1.65094,1.6,1.6,13007,1004,911
1.61701,1.65094,1.6,1.6,21901,1009,916
1.66002,1.68811,1.6,1.6,30795,1014,921
1.64502,1.70422,1.6,1.6,39689,1018,926
1.63136,1.68523,1.6,1.6,48584,1023,930
1.6413,1.68287,1.6,1.6,836,1033,940
1.66163,1.69946,1.6,1.6,9730,1038,945
1.69696,1.72828,1.6,1.6,27518,1048,955
1.67864,1.74077,1.6,1.6,36412,1052,960
1.66196,1.7185,1.6,1.6,45306,1057,964
1.64679,1.69823,1.6,1.6,54200,1062,969
1.66661,1.67978,1.6,1.6,63095,1067,974
1.68467,1.69666,1.6,1.6,6453,1072,979
1.7011,1.67836,1.6,1.6,15347,1077,984
1.66538,1.71081,1.6,1.6,33135,1086,994
1.6499,1.69124,1.6,1.6,42029,1091,998
1.65664,1.69086,1.6,1.6,59817,1101,1008
1.64195,1.70673,1.6,1.6,3176,1106,1013
1.66222,1.72116,1.6,1.6,12070,1111,1018
1.68066,1.70065,1.6,1.6,20964,1116,1022
1.69745,1.71564,1.6,1.6,29858,1121,1028
1.71272,1.69563,1.6,1.6,38752,1126,1032
1.72661,1.67742,1.6,1.6,47646,1131,1037
1.71712,1.71003,1.6,1.6,65434,1140,1047
1.69699,1.72419,1.6,1.6,8792,1145,1052
1.69561,1.71813,1.6,1.6,26581,1155,1061
1.71105,1.73154,1.6,1.6,35475,1160,1066
1.7251,1.74374,1.6,1.6,44369,1165,1071
1.73788,1.75484,1.6,1.6,53263,1170,1076
1.7495,1.76494,1.6,1.6,62157,1175,1081
1.73609,1.7519,1.6,1.6,14409,1184,1090
1.72495,1.77168,1.6,1.6,32198,1194,1100
1.7041,1.74662,1.6,1.6,41092,1199,1104
1.7041,1.74662,1.6,1.6,49986,1204,1109
1.66787,1.70307,1.6,1.6,58880,1209,1114
1.65218,1.71786,1.6,1.6,2238,1214,1119
1.67153,1.69765,1.6,1.6,20026,1224,1129
1.70516,1.69314,1.6,1.6,28920,1229,1133
1.70237,1.69242,1.6,1.6,46709,1239,1143
1.73069,1.72245,1.6,1.6,64497,1249,1153
1.74299,1.73549,1.6,1.6,7855,1254,1158
1.75415,1.74733,1.6,1.6,16749,1259,1163
1.76432,1.75811,1.6,1.6,25643,1264,1168
1.77356,1.76792,1.6,1.6,34537,1269,1173
1.78962,1.72069,1.6,1.6,52326,1279,1182
1.79658,1.73387,1.6,1.6,61220,1284,1187
1.77507,1.75679,1.6,1.6,13472,1294,1197
1.76027,1.7421,1.6,1.6,31260,1305,1206
1.76988,1.71971,1.6,1.6,40154,1310,1211
1.77862,1.69933,1.6,1.6,49048,1315,1216
1.78656,1.71441,1.6,1.6,57943,1320,1221
1.79382,1.72818,1.6,1.6,1301,1325,1226
1.80641,1.72144,1.6,1.6,19089,1335,1235
1.81186,1.70091,1.6,1.6,27983,1340,1240
1.75709,1.72948,1.6,1.6,45771,1350,1250
1.73334,1.74187,1.6,1.6,54665,1355,1255
1.71173,1.71948,1.6,1.6,63560,1360,1259
1.72573,1.69914,1.6,1.6,6918,1366,1264
1.70481,1.71426,1.6,1.6,15812,1370,1269
1.68578,1.72802,1.6,1.6,24706,1375,1274
1.66846,1.70689,1.6,1.6,33600,1380,1278
1.63836,1.70079,1.6,1.6,51388,1390,1288
1.62532,1.71576,1.6,1.6,60282,1395,1293
1.63628,1.70814,1.6,1.6,12535,1405,1302
1.65706,1.6888,1.6,1.6,21429,1410,1307
1.67597,1.70485,1.6,1.6,30323,1415,1312
1.69318,1.68582,1.6,1.6,39217,1420,1316
1.67519,1.6685,1.6,1.6,48111,1424,1321
1.65883,1.68638,1.6,1.6,363,1434,1330
1.65169,1.66942,1.6,1.6,18152,1444,1340
1.63745,1.65358,1.6,1.6,27046,1448,1344
1.64633,1.62604,1.6,1.6,44834,1458,1353
1.63256,1.6141,1.6,1.6,53728,1462,1358
1.62004,1.60324,1.6,1.6,5980,1472,1367
1.66254,1.61802,1.6,1.6,14874,1477,1372
1.63345,1.59659,1.6,1.6,32663,1486,1380
1.60938,1.57886,1.6,1.6,50451,1495,1389
1.60938,1.57886,1.6,1.6,59345,1500,1394
1.62007,1.5642,1.6,1.6,2703,1504,1398
1.64232,1.59147,1.6,1.6,11597,1509,1403
1.66255,1.58265,1.6,1.6,20491,1514,1407
1.63346,1.59792,1.6,1.6,38280,1523,1416
1.65449,1.58851,1.6,1.6,47174,1528,1420
1.6268,1.57217,1.6,1.6,64962,1537,1429
1.64846,1.53146,1.6,1.6,8320,1542,1433
1.6345,1.52805,1.6,1.6,17214,1546,1438
1.6218,1.52494,1.6,1.6,26108,1550,1442
1.61025,1.52211,1.6,1.6,35002,1555,1446
1.63337,1.51954,1.6,1.6,43896,1560,1451
1.62076,1.51718,1.6,1.6,52791,1564,1455
1.6093,1.51505,1.6,1.6,61685,1569,1460
1.62001,1.51137,1.6,1.6,13937,1578,1468
1.6625,1.53891,1.6,1.6,31725,1588,1477
1.64728,1.53483,1.6,1.6,40619,1592,1481
1.63343,1.53111,1.6,1.6,49513,1596,1485
1.62081,1.49407,1.6,1.6,58408,1601,1489
1.64301,1.49404,1.6,1.6,1766,1606,1494
1.62954,1.494,1.6,1.6,10660,1610,1498
1.61729,1.49396,1.6,1.6,19554,1615,1502
1.63978,1.52756,1.6,1.6,28448,1620,1507
1.64826,1.52171,1.6,1.6,46236,1629,1515
1.65528,1.51687,1.6,1.6,64024,1638,1524
1.64071,1.51477,1.6,1.6,7383,1642,1528
1.66109,1.51286,1.6,1.6,16277,1647,1532
1.646,1.51112,1.6,1.6,25171,1651,1536
1.66591,1.50953,1.6,1.6,34065,1656,1540
1.63625,1.50678,1.6,1.6,51853,1665,1549
1.64232,1.50452,1.6,1.6,4105,1674,1558
1.6289,1.50352,1.6,1.6,13000,1678,1562
1.63622,1.50181,1.6,1.6,30788,1687,1570
1.62337,1.46742,1.6,1.6,39682,1692,1574
1.61167,1.46978,1.6,1.6,48576,1696,1579
1.60103,1.47192,1.6,1.6,57470,1701,1583
1.59136,1.47388,1.6,1.6,828,1705,1587
1.60514,1.47727,1.6,1.6,18616,1714,1596
1.58593,1.48006,1.6,1.6,36405,1723,1604
1.57761,1.48127,1.6,1.6,45299,1727,1609
1.57003,1.48238,1.6,1.6,54193,1732,1613
1.56314,1.48339,1.6,1.6,63087,1736,1617
1.59053,1.48432,1.6,1.6,6445,1741,1621
1.57385,1.4553,1.6,1.6,24233,1749,1630
1.5666,1.45873,1.6,1.6,33128,1754,1634
1.58767,1.46472,1.6,1.6,50916,1763,1643
1.57919,1.46732,1.6,1.6,59810,1767,1647
1.60513,1.43605,1.6,1.6,3168,1772,1651
1.59508,1.44124,1.6,1.6,12062,1776,1656
1.58593,1.44595,1.6,1.6,20956,1780,1660
1.57761,1.45024,1.6,1.6,29850,1785,1664
1.57004,1.45414,1.6,1.6,38744,1789,1668
1.58747,1.46091,1.6,1.6,56533,1798,1676
1.57901,1.46385,1.6,1.6,65427,1802,1681
1.56432,1.46898,1.6,1.6,17679,1811,1690
1.55794,1.47119,1.6,1.6,26573,1816,1694
1.55214,1.47321,1.6,1.6,35467,1820,1698
1.54686,1.47504,1.6,1.6,44361,1825,1702
1.54205,1.47669,1.6,1.6,53256,1829,1706
1.53768,1.47821,1.6,1.6,62150,1834,1711
1.53372,1.47961,1.6,1.6,5508,1838,1715
1.52681,1.48201,1.6,1.6,23296,1847,1724
1.52381,1.48305,1.6,1.6,32190,1852,1728
1.55225,1.48486,1.6,1.6,49978,1861,1736
1.54696,1.48564,1.6,1.6,58872,1865,1741
1.54215,1.48635,1.6,1.6,2231,1870,1745
1.53777,1.487,1.6,1.6,11125,1874,1749
1.53379,1.48759,1.6,1.6,20019,1879,1753
1.55747,1.48862,1.6,1.6,37807,1888,1762
1.54647,1.48947,1.6,1.6,55595,5,1771
1.57535,1.52348,1.6,1.6,64489,10,1776
1.56798,1.52078,1.6,1.6,7848,14,1780
1.56127,1.51833,1.6,1.6,16742,19,1784
1.55517,1.54974,1.6,1.6,25636,23,1789
1.54962,1.54468,1.6,1.6,34530,28,1793
1.57821,1.54007,1.6,1.6,43424,33,1797
1.57058,1.53588,1.6,1.6,52318,37,1801
1.55734,1.52861,1.6,1.6,4570,46,1810
1.57999,1.55318,1.6,1.6,22359,56,1819
1.57999,1.55318,1.6,1.6,31253,60,1824
1.56512,1.54292,1.6,1.6,40147,65,1828
1.59231,1.57211,1.6,1.6,49041,70,1833
1.58341,1.56503,1.6,1.6,57935,74,1837
1.63222,1.55275,1.6,1.6,10187,84,1846
1.61973,1.54741,1.6,1.6,19081,88,1850
1.62861,1.53813,1.6,1.6,36870,97,1859
1.61644,1.53412,1.6,1.6,45764,102,1864
1.63901,1.53046,1.6,1.6,54658,107,1868
1.62591,1.56078,1.6,1.6,63552,111,1873
1.614,1.55474,1.6,1.6,6910,116,1877
1.63679,1.54922,1.6,1.6,15804,121,1881
1.62388,1.54421,1.6,1.6,24698,125,1886
1.59172,1.56534,1.6,1.6,51381,139,8
1.6391,1.553,1.6,1.6,3633,149,16
1.62599,1.58129,1.6,1.6,12527,153,21
1.6477,1.57339,1.6,1.6,21421,158,25
1.63381,1.56619,1.6,1.6,30315,162,30
1.62117,1.55965,1.6,1.6,39209,167,34
1.6433,1.58732,1.6,1.6,48104,172,39
1.62981,1.57887,1.6,1.6,56998,176,43
1.63699,1.59482,1.6,1.6,9250,185,52
1.62406,1.58569,1.6,1.6,18144,190,56
1.60161,1.60348,1.6,1.6,35932,199,66
1.62551,1.59358,1.6,1.6,44826,204,70
1.61362,1.58456,1.6,1.6,53720,208,74
1.60279,1.57635,1.6,1.6,62615,213,79
1.62661,1.56891,1.6,1.6,5973,218,83
1.61462,1.59576,1.6,1.6,23761,226,92
1.58476,1.60419,1.6,1.6,41549,236,101
1.61018,1.59422,1.6,1.6,50443,241,105
1.59011,1.5769,1.6,1.6,2696,250,114
1.58141,1.56939,1.6,1.6,11590,254,118
1.5735,1.56256,1.6,1.6,20484,259,122
1.59994,1.55634,1.6,1.6,29378,264,127
1.59035,1.55068,1.6,1.6,38272,268,131
1.60431,1.54085,1.6,1.6,56060,277,140
1.59433,1.53659,1.6,1.6,64954,282,144
1.6076,1.5598,1.6,1.6,17207,291,153
1.59733,1.52019,1.6,1.6,26101,296,157
1.62162,1.51779,1.6,1.6,34995,301,162
1.64372,1.51561,1.6,1.6,43889,306,166
1.61788,1.51181,1.6,1.6,61677,314,175
1.60669,1.51018,1.6,1.6,5035,319,179
1.62085,1.50731,1.6,1.6,22824,329,188
1.60938,1.50607,1.6,1.6,31718,333,192
1.62309,1.53453,1.6,1.6,49506,343,201
1.61142,1.53083,1.6,1.6,58400,347,206
1.60082,1.52749,1.6,1.6,1758,352,210
1.59115,1.52443,1.6,1.6,10652,356,214
1.608,1.55276,1.6,1.6,28440,366,224
1.59767,1.54741,1.6,1.6,37335,370,228
1.6134,1.53814,1.6,1.6,55123,380,237
1.6026,1.56777,1.6,1.6,64017,384,242
1.59279,1.5611,1.6,1.6,7375,389,246
1.61749,1.58865,1.6,1.6,16269,394,251
1.60633,1.58009,1.6,1.6,25163,398,255
1.62981,1.60593,1.6,1.6,34057,403,260
1.65115,1.59579,1.6,1.6,42952,408,264
1.65768,1.64245,1.6,1.6,60740,417,274
1.67655,1.62905,1.6,1.6,4098,422,278
1.64506,1.60573,1.6,1.6,21886,431,287
1.66505,1.62927,1.6,1.6,30780,436,292
1.6496,1.61704,1.6,1.6,39674,440,296
1.66918,1.63956,1.6,1.6,48568,445,301
1.65334,1.62639,1.6,1.6,57463,449,305
1.63896,1.61444,1.6,1.6,9715,458,314
1.63674,1.58462,1.6,1.6,27503,468,324
1.62384,1.57641,1.6,1.6,36397,472,328
1.63506,1.5958,1.6,1.6,54185,482,338
1.6223,1.58657,1.6,1.6,63080,486,342
1.61071,1.57821,1.6,1.6,6438,490,347
1.60016,1.60422,1.6,1.6,15332,495,352
1.59055,1.59425,1.6,1.6,24226,499,356
1.6075,1.64117,1.6,1.6,42014,509,366
1.62154,1.61577,1.6,1.6,59802,518,375
1.62154,1.61577,1.6,1.6,3160,522,380
1.59951,1.62535,1.6,1.6,12055,527,384
1.62361,1.61348,1.6,1.6,20949,532,389
1.61189,1.63632,1.6,1.6,29843,536,394
1.62214,1.64539,1.6,1.6,47631,545,404
1.61055,1.63171,1.6,1.6,56525,550,408
1.62105,1.67221,1.6,1.6,8777,559,418
1.62105,1.67221,1.6,1.6,17672,564,422
1.59909,1.67509,1.6,1.6,26566,568,427
1.58959,1.65874,1.6,1.6,35460,573,431
1.61458,1.64386,1.6,1.6,44354,578,436
1.60367,1.63031,1.6,1.6,53248,582,440
1.62739,1.61799,1.6,1.6,62142,587,445
1.60438,1.59659,1.6,1.6,14394,596,454
1.62803,1.58731,1.6,1.6,23288,601,459
1.60488,1.57116,1.6,1.6,41077,610,468
1.62849,1.56417,1.6,1.6,49971,615,473
1.64997,1.55781,1.6,1.6,58865,620,477
1.6359,1.55204,1.6,1.6,2223,624,482
1.65671,1.54677,1.6,1.6,11117,629,486
1.64201,1.54197,1.6,1.6,20011,633,491
1.62864,1.53761,1.6,1.6,28905,638,496
1.65009,1.53363,1.6,1.6,37800,643,500
1.6568,1.56037,1.6,1.6,55588,652,510
1.65933,1.54889,1.6,1.6,7840,661,518
1.6444,1.5439,1.6,1.6,16734,666,523
1.66445,1.57301,1.6,1.6,25628,671,528
1.64905,1.56585,1.6,1.6,34522,675,532
1.63504,1.59298,1.6,1.6,43416,680,537
1.65592,1.61764,1.6,1.6,61205,690,546
1.6586,1.62995,1.6,1.6,4563,694,551
1.66384,1.63709,1.6,1.6,22351,704,560
1.6485,1.6578,1.6,1.6,31245,708,565
1.63454,1.643,1.6,1.6,40139,713,569
1.62184,1.66318,1.6,1.6,49033,718,574
1.6439,1.68152,1.6,1.6,57928,723,579
1.66402,1.69824,1.6,1.6,1286,728,584
1.6823,1.6798,1.6,1.6,10180,733,588
1.64982,1.712,1.6,1.6,27968,742,598
1.68718,1.67442,1.6,1.6,45756,752,607
1.66974,1.69176,1.6,1.6,54650,756,612
1.65387,1.6739,1.6,1.6,63544,761,616
1.63942,1.6913,1.6,1.6,6903,766,621
1.62628,1.70712,1.6,1.6,15797,771,626
1.63708,1.70401,1.6,1.6,33585,781,635
1.65779,1.68505,1.6,1.6,42479,786,640
1.69378,1.68271,1.6,1.6,60267,796,649
1.65933,1.6838,1.6,1.6,12520,805,659
1.64439,1.7003,1.6,1.6,21414,810,664
1.66444,1.68167,1.6,1.6,30308,815,668
1.68269,1.69836,1.6,1.6,39202,820,673
1.66565,1.67991,1.6,1.6,48096,825,678
1.66969,1.71211,1.6,1.6,348,835,688
1.68747,1.69242,1.6,1.6,9242,840,692
1.71833,1.69183,1.6,1.6,27031,850,702
1.73172,1.67396,1.6,1.6,35925,855,706
1.7439,1.69135,1.6,1.6,44819,860,712
1.75499,1.67353,1.6,1.6,53713,865,716
1.76508,1.69095,1.6,1.6,62607,870,721
1.74063,1.67318,1.6,1.6,5965,874,726
1.71837,1.69064,1.6,1.6,14859,879,731
1.71331,1.68732,1.6,1.6,32648,889,740
1.72715,1.66987,1.6,1.6,41542,894,745
1.71756,1.67317,1.6,1.6,59330,903,755
1.6974,1.657,1.6,1.6,2688,908,760
1.67903,1.67592,1.6,1.6,11582,913,765
1.66232,1.69313,1.6,1.6,20476,918,770
1.68076,1.70879,1.6,1.6,29370,923,775
1.69753,1.72304,1.6,1.6,47159,933,785
1.7393,1.72488,1.6,1.6,64947,943,794
1.75082,1.7377,1.6,1.6,8305,948,800
1.77081,1.76297,1.6,1.6,26093,958,810
1.74583,1.7387,1.6,1.6,34987,962,814
1.7231,1.71661,1.6,1.6,43881,967,819
1.7024,1.73013,1.6,1.6,52776,972,824
1.71723,1.74246,1.6,1.6,61670,977,829
1.67875,1.7639,1.6,1.6,13922,986,839
1.64688,1.74799,1.6,1.6,31710,996,848
1.63307,1.75871,1.6,1.6,40604,1001,854
1.6205,1.73482,1.6,1.6,49498,1006,858
1.6427,1.71308,1.6,1.6,58392,1011,863
1.62927,1.6933,1.6,1.6,1751,1016,868
1.67017,1.72318,1.6,1.6,19539,1026,878
1.68789,1.73614,1.6,1.6,28433,1031,883
1.7187,1.75864,1.6,1.6,46221,1041,893
1.73206,1.7684,1.6,1.6,55115,1046,898
1.74421,1.74364,1.6,1.6,64009,1051,902
1.75527,1.72111,1.6,1.6,7368,1056,907
1.76533,1.70061,1.6,1.6,16262,1061,912
1.77449,1.68195,1.6,1.6,25156,1066,917
1.74918,1.69862,1.6,1.6,34050,1070,922
1.70519,1.72758,1.6,1.6,51838,1080,932
1.68612,1.74014,1.6,1.6,60732,1085,937
1.68664,1.72834,1.6,1.6,12984,1096,946
1.70287,1.74081,1.6,1.6,21879,1101,952
1.71765,1.75217,1.6,1.6,30773,1106,957
1.7311,1.72887,1.6,1.6,39667,1111,961
1.74334,1.70767,1.6,1.6,48561,1116,966
1.75448,1.72202,1.6,1.6,57455,1122,971
1.76463,1.70145,1.6,1.6,813,1127,976
1.78224,1.69629,1.6,1.6,18601,1137,986
1.78985,1.71164,1.6,1.6,27496,1142,991
1.80311,1.73837,1.6,1.6,45284,1152,1001
1.80887,1.74995,1.6,1.6,54178,1157,1006
1.78046,1.76049,1.6,1.6,63072,1162,1011
1.78827,1.7701,1.6,1.6,6430,1168,1016
1.79536,1.77883,1.6,1.6,15324,1173,1021
1.80181,1.78677,1.6,1.6,33112,1183,1031
1.813,1.80054,1.6,1.6,42007,1188,1036
1.78864,1.74772,1.6,1.6,59795,1198,1045
1.80213,1.704,1.6,1.6,12047,1209,1055
1.80797,1.68504,1.6,1.6,20941,1214,1060
1.77964,1.70143,1.6,1.6,29835,1219,1066
1.78751,1.6827,1.6,1.6,38729,1225,1070
1.79465,1.69928,1.6,1.6,47624,1230,1076
1.80709,1.69449,1.6,1.6,65412,1240,1085
1.8174,1.65993,1.6,1.6,17664,1250,1095
1.82187,1.64494,1.6,1.6,26558,1255,1100
1.82593,1.66494,1.6,1.6,35452,1261,1105
1.82962,1.6495,1.6,1.6,44346,1266,1110
1.83299,1.70273,1.6,1.6,53240,1271,1116
